scenarioId,baselineGpuMeanMs,optimizedGpuMeanMs,meanSpeedupPercent,baselineGpuP95Ms,optimizedGpuP95Ms,gpuP95SpeedupPercent,baselineFrameP99Ms,optimizedFrameP99Ms,frameP99RegressionPercent,baselineEnqueueP99Ms,optimizedEnqueueP99Ms,enqueueP99RegressionPercent,pairedMedianSpeedupPercent,pairedMinSpeedupPercent,pairedMaxSpeedupPercent
hierarchical-visible5-n1048576-v4,0.342325759999987,0.25500501333333797,25.508085242154237,0.6871039999999944,0.463872,32.488822652756525,0.898428577347658,0.7798333209939292,-13.200298759846428,0.166,0.20050299999999993,20.784939759036096,25.278292199579766,24.45359731187745,27.002675206110887
hierarchical-visible25-n1048576-v4,1.0696066844444407,0.8057366755555497,24.669816739780984,1.5596031999999997,1.2677631999999996,18.712451987787674,1.7923764302395266,1.4804036705754697,-17.405537943966713,0.2129089999999998,0.23430099999999998,10.04748507578365,24.48712364657898,24.378906345874398,25.319026807326193
hierarchical-visible75-n1048576-v4,2.14225777777779,2.0364198844444887,4.940483560437307,2.670592,2.5754111999999996,3.5640337423313073,2.897600824944675,2.8002986824139953,-3.3580243935959513,0.2435209999999995,0.26453299999999924,8.628413976617951,4.889766973479681,4.701533928139982,5.279198781528041
hierarchical-visible100-n1048576-v4,2.6445151733333403,2.51546224000001,4.880022419030502,3.111936,3.009536,3.2905561039815674,3.357323687523603,3.2304136152379215,-3.780096413023902,0.26320099999999996,0.2903099999999998,10.299732903750302,4.8750605627943475,4.831396679382564,4.938577899404489
