"scenarioId","benchmarkMode","visibilityLayout","baselineVariant","optimizedVariant","visibility","visibilityPercent","instanceCount","viewCount","clusterCount","clusterBytes","expectedCoarseVisibleClusterViewCount","expectedCandidateInstanceViewCount","expectedHierarchicalVisiblePairCount","coarseVisibleClusterViewCount","candidateInstanceViewCount","hierarchicalVisiblePairCount","hierarchyStatisticValidationRows","candidateReductionPercent","pairCount","samplesPerVariant","baselineGpuMeanMs","optimizedGpuMeanMs","meanSpeedupPercent","baselineGpuP50Ms","optimizedGpuP50Ms","p50SpeedupPercent","baselineGpuP95Ms","optimizedGpuP95Ms","p95SpeedupPercent","baselineFrameP99Ms","optimizedFrameP99Ms","frameP99RegressionPercent","baselineEnqueueP99Ms","optimizedEnqueueP99Ms","enqueueP99RegressionPercent","nativeGpuP95NonRegression","frameP99Within5Percent","enqueueP99Within5Percent","tailGuardrailsPassed","pairedMedianSpeedupPercent","pairedMinSpeedupPercent","pairedMaxSpeedupPercent","decision","validationRows","validationFailures","nativeTimestampReadyRows","mainThreadAllocationRows","mainThreadAllocatedBytes","processId"
"hierarchical-visible5-n1048576-v4","hierarchical-culling","spatial-clustered-multiview-64-v2","flat-visible-only-portable","hierarchical-visible-only-portable","visible5","5","1048576","4","16384","524288","63876","209715","209715","63876","209715","209715","2","95.00000476837158","4","3600","0.3430698666666545","0.25358016000000455","26.084980163414663","0.287744","0.221184","23.13167259786477","0.681984","0.462848","32.13213213213214","0.8866250712890172","0.7729134219698606","-12.825223761588122","0.16390499999999988","0.1839039999999999","12.201580183642982","True","True","False","False","26.071123069448156","25.27015626883133","26.903702446207113","regression-or-unstable","4","0","9000","0","0","26000"
"hierarchical-visible25-n1048576-v4","hierarchical-culling","spatial-clustered-multiview-64-v2","flat-visible-only-portable","hierarchical-visible-only-portable","visible25","25","1048576","4","16384","524288","65532","1048576","1048576","65532","1048576","1048576","2","75","4","3600","1.0683613511111087","0.8048116444444393","24.668592362740803","0.942016","0.6912","26.625450098512122","1.55648","1.268736","18.486842105263158","1.7676400323398402","1.4750400208868077","-16.553144650481542","0.22000699999999984","0.2226","1.1785988627635269","True","True","True","True","24.60585136054447","24.52054590073414","24.940890187930442","material-improvement","4","0","9000","0","0","73656"
"hierarchical-visible75-n1048576-v4","hierarchical-culling","spatial-clustered-multiview-64-v2","flat-visible-only-portable","hierarchical-visible-only-portable","visible75","75","1048576","4","16384","524288","65532","3145728","3145728","65532","3145728","3145728","2","25","4","3600","2.142680177777786","2.037609244444493","4.9037151891825665","2.060288","1.978368","3.9761431411530817","2.67264","2.5733631999999997","3.7145593869731863","2.9138088552281256","2.795811044052243","-4.049607130686156","0.24440599999999987","0.2630079999999998","7.611106110324596","True","True","False","False","4.883860006265186","4.687492509759666","5.158172925004362","regression-or-unstable","4","0","9000","0","0","25732"
"hierarchical-visible100-n1048576-v4","hierarchical-culling","spatial-clustered-multiview-64-v2","flat-visible-only-portable","hierarchical-visible-only-portable","visible100","100","1048576","4","16384","524288","65536","4194304","4194304","65536","4194304","4194304","2","0","4","3600","2.64375438222223","2.514994346666679","4.870347881837661","2.510848","2.393088","4.6900489396411125","3.10784","3.0044671999999997","3.3261943986820515","3.347499589435756","3.2326225191354747","-3.431727689013542","0.269","0.27753299999999925","3.1721189591075225","True","True","True","True","4.856538099079877","4.749642358515151","5.018701095730927","material-improvement","4","0","9000","0","0","71832"
